turn_label,turn_index,value,metric_key,block,confidence,source_url,notes
2006-S1,16,20.7500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2006-S2,17,20.8500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2007-S1,18,20.9500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2007-S2,19,21.0500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2008-S1,20,21.1500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2008-S2,21,21.2500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2009-S1,22,21.3500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2009-S2,23,21.4500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2010-S1,24,21.5750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2010-S2,25,21.7250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2011-S1,26,21.8750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2011-S2,27,22.0250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2012-S1,28,22.1750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2012-S2,29,22.3250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2013-S1,30,22.4750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2013-S2,31,22.6250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2014-S1,32,22.7750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2014-S2,33,22.9250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2015-S1,34,23.0833,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2015-S2,35,23.2500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2016-S1,36,23.4167,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2016-S2,37,23.5833,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2017-S1,38,23.7500,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2017-S2,39,23.9167,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2018-S1,40,24.1875,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2018-S2,41,24.5625,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2019-S1,42,24.9375,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2019-S2,43,25.3125,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2020-S1,44,25.6250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2020-S2,45,25.8750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2021-S1,46,26.1250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2021-S2,47,26.3750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2022-S1,48,26.6250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2022-S2,49,26.8750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2023-S1,50,27.1250,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2023-S2,51,27.3750,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2024-S1,52,27.5625,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2024-S2,53,27.6875,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2025-S1,54,27.8125,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2025-S2,55,27.9375,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2026-S1,56,28.0000,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
2026-S2,57,28.0000,inequality.top1pct_share,,0.6,https://wid.world/,Top 1% share of global wealth (WID estimates). Numbers approximate from published summaries.
